"""Wir sehen einen runden Tisch neben dem Jungen.&nbsp;[sound:oddcast-4bddf970-7882ebe1-9e6c262b-0d136f1e-c3399cba.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma mesinha redonda perto do menino.&nbsp;[sound:oddcast-07fd957d-cf3179c2-60b1a2a3-18f3552d-44e844bc.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Auf dem runden Tisch steht eine Lampe.&nbsp;[sound:oddcast-377b166c-8de9f35a-4bc81381-73eb6859-26a853ff.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Tem uma lâmpada sobre a mesinha redonda.&nbsp;[sound:oddcast-6e949401-4c3a39de-b0bd1a9b-bab9020a-ecf363d9.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen einen Schalter neben der Lampe.&nbsp;[sound:oddcast-cf8acc5f-0d25f13f-bab82acd-6e789987-77a08bfe.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos um interruptor próximo à lâmpada.&nbsp;[sound:oddcast-99104858-d66e4324-25ea9567-bd0e1904-258382ba.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Der Schalter schaltet das Raumlicht ein und aus.&nbsp;[sound:oddcast-d6e756bc-eb4064d7-2742fb04-6019e80d-b2adea4a.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""O interruptor liga e desliga a luz da sala.&nbsp;[sound:oddcast-e3f7fdfd-7c477437-da170eb7-c3ec8544-c0a0f3c8.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen ein geschlossenes Fenster auf der linken Seite des Raumes.&nbsp;[sound:oddcast-0cf624ab-63a547d7-6da97c76-3f989270-14a187e3.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma janela fechada do lado esquerdo da sala.&nbsp;[sound:oddcast-ea9bfada-0de5bf62-603b610f-9d3b4f75-130fe839.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen ein offenes Fenster auf der rechten Seite des Wohnzimmers.&nbsp;[sound:oddcast-be466477-c74b28d4-f584f1ec-b835a59c-20f981ff.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma janela aberta do lado direito da sala.&nbsp;[sound:oddcast-b0edb5e4-2fda0099-4d776bdc-8516d00f-b92ac491.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Das linke Fenster hat einen Gardine.&nbsp;[sound:oddcast-26befaef-853ce144-2ba4b4fa-5b32e41b-87f790d5.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""A janela da esquerda tem uma cortina.&nbsp;[sound:oddcast-5120afb2-6b22f428-51ee6f19-79d4ac63-5d5e66ec.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen einen Ecktisch am Fenster rechts.&nbsp;[sound:oddcast-fa56beaa-3dd21230-7df3a5fd-00c88aa2-e7196e77.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma mesa de canto junto à janela do lado direito.&nbsp;[sound:oddcast-7b1c74ea-d490b924-aba35adb-698bce0c-b2a5c7f8.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen einen Lautsprecher auf dem Tisch und einen Subwoofer unter dem Tisch.&nbsp;[sound:oddcast-cb487f41-22fbb329-99fc0546-38794a1b-cdab473e.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma caixa de som sobre a mesa e um subwoofer debaixo da mesa.&nbsp;[sound:oddcast-955c345c-0ebd8cf4-475be5d6-42fb5d7d-450b1f79.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Ein Kabel führt vom Lautsprecher zum Subwoofer.&nbsp;[sound:oddcast-36e9c050-eb560615-5d91d852-b02a02c7-163aac0a.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Um cabo vai da caixa de som para o subwoofer.&nbsp;[sound:oddcast-87c5b0a2-dc348c75-53583811-5bb1a48c-631b8400.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen vier Steckdosen an der Wand in der Nähe des Subwoofers.&nbsp;[sound:oddcast-f0001a71-20013625-aee02b53-3b1d1dbb-152b4afd.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos quatro tomadas na parede, perto do subwoofer.&nbsp;[sound:oddcast-0fe64e1d-2dbbeaa9-4fb79ce8-6c475a06-a7ca3568.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Der Stecker ist in die Steckdose eingesteckt.&nbsp;[sound:oddcast-c0d380c3-fc606b3c-66bafef4-df7be13b-36447d2c.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""O plugue está plugado à tomada.&nbsp;[sound:oddcast-ea8302c6-30c70aa5-a4cab001-da0e5eaf-dedbd347.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen vier Stecker in die vier Steckdosen gesteckt.&nbsp;[sound:oddcast-e9140ea4-89be658d-55bc26be-a91499d7-03df2b9d.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos quatro plugues plugados às quatro tomadas.&nbsp;[sound:oddcast-c7765000-048c4aff-997fe35b-0f068cec-efc00330.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen eine Metallheizung unter dem Ecktisch.&nbsp;[sound:oddcast-b54ce6ba-61d51573-11b4118d-fd90f217-256fc262.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos um aquecedor de metal debaixo da mesa de canto.&nbsp;[sound:oddcast-63603387-9ad6fb5c-3b0045f5-1663f837-1a9cecf9.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Wir sehen einen Holzstuhl neben dem Ecktisch.&nbsp;[sound:oddcast-fea8610b-0e9bc79b-f201f526-ab66d183-0d20e2f4.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Vemos uma cadeira de madeira perto da mesa de canto.&nbsp;[sound:oddcast-ccda83ab-198dfaef-9500bf24-0236e7a2-a5adf02d.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
"""Auf dem Ecktisch steht eine Glasvase mit Blumen.&nbsp;[sound:oddcast-0aae6205-b03cb7f2-a74ae2b3-67b7c6f5-2784c26f.mp3]<br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""","""Tem um vaso de vidro com flores sobre a mesa de canto.&nbsp;[sound:oddcast-6b507f77-01e94814-4e005e46-b843e8f0-8e4d6eae.mp3]<br><br> <img src=""""https://github.com/frgomes/anki-decks/raw/master/German_Portuguese/assets/Story-003a.png"""">""",y,
Dies ist ein Foto.&nbsp;[sound:oddcast-d661cd41-87988b16-db9443e5-e69ec039-845d76a8.mp3],Esta é uma fotografia.&nbsp;[sound:oddcast-9d9568aa-0492e0a2-5632708a-4d2e3d2e-0c2a9042.mp3],y,
Ich heiße Sebastian.&nbsp;[sound:oddcast-717deab8-2ec6fc4f-819dbc22-456272e4-6301563e.mp3],Meu nome é Ricardo.&nbsp;[sound:oddcast-011c0f75-7513cbba-f7e4d30d-73c95d96-871b5168.mp3],y,
Ich bin Softwareentwickler und arbeite für IBM.&nbsp;[sound:oddcast-e1f7fcb7-0b23a228-ea52b28b-12480631-41d771fb.mp3],Eu sou Desenvolvedor de Software e trabalho para a IBM.&nbsp;[sound:oddcast-226353a7-6121ef53-fb085db9-437983b7-5d2038a4.mp3],y,
"Ich bin Deutscher und lebe seit 2005 in Austin, Texas.&nbsp;[sound:oddcast-b52147c2-f8ce81d2-158085f0-cb3a6a3a-1b0a19ed.mp3]","Eu sou brasileiro e vivo em Austin, Texas, desde 2005. [sound:oddcast-ab368b3e-1f357c2b-71907f47-652f9a5e-df0867b2.mp3]",y,
Ich bin verheiratet und habe zwei Söhne und eine Tochter.&nbsp;[sound:oddcast-0341dfb2-8088733b-bcbd5a9c-f130756e-f8b86ab2.mp3],Sou casado e tenho dois filhos e uma filha.&nbsp;[sound:oddcast-c8f5c2b6-a4ccaeb3-a7700af1-ddccb75f-df1494f4.mp3],y,
Meine Frau ist Chinesin und arbeitet alleine.&nbsp;[sound:oddcast-df77b774-bf4b5407-ee68f0b8-2504f708-5c3d572a.mp3],Minha esposa é chinesa e trabalha por conta própria.&nbsp;[sound:oddcast-897a94b9-c83b185e-4877d13b-1fea068b-b7fd57d8.mp3],y,
Meine Frau kümmert sich um das Familienunternehmen.&nbsp;[sound:oddcast-e54087a4-1f8d4fe7-b56017ed-a939a5cd-16298993.mp3],Minha esposa cuida dos negócios da familia.&nbsp;[sound:oddcast-6477ee66-0438cd19-0d0e14b3-4ec1084c-26fa7f4f.mp3],y,
"Ich habe einen Hund, eine Katze und einen Goldfisch.&nbsp;[sound:oddcast-6825b600-44390ab5-1defddfd-d4a14d8b-9eb5cd05.mp3]","Eu tenho um cachorro, um gato e um peixe dourado.&nbsp;[sound:oddcast-ebcea145-4e846941-89913928-76e979ab-ccb8a160.mp3]",y,
"Mein Bruder lebt in Deutschland, ist geschieden und hat keine Kinder.&nbsp;[sound:oddcast-1db15abb-3191659c-87e09bd3-e8615e21-fbfe6630.mp3]","Meu irmão vive no Brasil, é divorciado e não tem filhos.&nbsp;[sound:oddcast-074f4316-84c26161-fc422bc6-7c6f1b97-0ed831ed.mp3]",y,
Meine Familie ist klein und meine Eltern sind verstorben.&nbsp;[sound:oddcast-7fc5ada1-3fef7bf0-01e2ec2e-e8eee706-8446c7a9.mp3],Minha familia é pequena e meus pais são falecidos.&nbsp;[sound:oddcast-df11e37e-0364ec29-5a3db38e-5c8ec2c9-570d943c.mp3],y,
Die Familie meiner Frau ist groß. Die Eltern meiner Frau leben.&nbsp;[sound:oddcast-fb8f7f32-da6820ff-4de96ba2-778c84f9-2be931f9.mp3],A família de minha esposa é grande. Os pais de minha esposa estão vivos.&nbsp;[sound:oddcast-756a0d7e-17fee158-45c49da3-6ba54ae1-1e7bd6e0.mp3],y,
"Meine Frau hat drei Neffen, die in China leben.&nbsp;[sound:oddcast-88bed3ff-b28b7a8f-b5872a04-ed52edd1-745cee7e.mp3]",Minha esposa tem três sobrinhos vivendo na China.&nbsp;[sound:oddcast-644f22c5-7d96143b-9793b135-bd179937-71081bc4.mp3],y,
Ich möchte Portugiesisch lernen.&nbsp;[sound:oddcast-fa14a4e6-0c9cc7ae-06ab7e43-5d608f94-197436e7.mp3],Eu quero aprender alemão.&nbsp;[sound:oddcast-f11c850a-70281110-5e133577-e4273a5c-23a59c58.mp3],y,
